datasetID,study,Entered By,genus,species,varetc,population,population detail,provenance lat,provenance long,population altitude m,continent,year,material,fieldchill,fieldsample date,chilltemp,chillphotoperiod,chilldays,forcetemp,forcetemp_night,photoperiod_day,photoperiod_night,respvar,response,response time,n,error type,resp_error,figure/table (if applicable),growing lat,growing long,field chill units,cu model,other treatment,irradiance,irradiance units,humidity,number.longdays,dormancy_induction_temp,dormancy_induction_days,dormancy_induction_photoperiod_day,dormancy_induction_photoperiod_night,freeze treatment time,freeze treatment photoperiod_day,freeze treatment photoperiod_night,freeze treatment temp_day,freeze treatment temp_night,response (pre-treatment),response (post-treatment
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,3.1,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,3.1,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,16.5,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,22.1,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,29.4,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,48.5,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,61,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,12.5,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,12.5,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,12.5,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,12.5,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,62.5,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,87.5,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,100,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,2.6,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,13.5,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,15.6,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,23.9,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,30.1,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,52.5,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,66.4,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,13,11,percentbudsburst,73.9,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,12.5,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,37.5,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,37.5,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,37.5,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,37.5,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,37.5,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,cotyledons and first node,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,37.5,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,13.9,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,46.9,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,50,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,50,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,50,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,50,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,50,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,28.1,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,88.1,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,96.9,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,96.9,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,96.9,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,96.9,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,96.9,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,25,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,87.5,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,100,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,100,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,100,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,100,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,100,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,0,21,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,19.9,30,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,65,38,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,71.1,51,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,71.1,65,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,71.1,78,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,71.1,94,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,percentbudsburst,71.1,108,,,,Table 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,0,0,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,0,10,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,5.95,20,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,25.93,35,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,55.26,40,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,69.29,50,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,70.99,60,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,75.66,70,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,79.92,80,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,88.42,90,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,101.59,100,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,108.82,110,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,116.9,120,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,122,130,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,123.7,140,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,128.37,150,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,137.3,160,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,148.35,170,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,204.04,180,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,216.37,190,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,231.67,200,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,238.9,210,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,240.6,220,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,unchilled,,>16,,,24,13,9,15,shootelongation,242.72,230,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,0,0,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,0,10,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,-0.43,20,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,9.35,35,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,68.01,40,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,113.07,50,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,145.8,60,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,165.36,70,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,177.26,80,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,183.21,90,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,185.34,100,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,188.74,110,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,190.44,120,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,190.86,130,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,190.86,140,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,190.86,150,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
falusi90,exp1,TS,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,46.03333,10.75,750,,,seedlings,chilled,,<16,,winter,24,13,9,15,shootelongation,190.86,160,,,,fig 2,,,,,,32,Wm_2,"70-75, 80-85"
