datasetID,study,genus,species,varetc,population,population detail,population latlong,population altitude m,material,forcetemp,dormancy_induction_temp,dormancy_induction_days,,photoperiod_day,photoperiod_night,fieldchill,chilltemp,chillphotoperiod,chilldays,number.longdays,irradiance,irradiance units,humidity,respvar,response (pre-treatment),response (post-treatment,response,response time,n,error type,resp_error,figure/table (if applicable)
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,78.83,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,0.15,2.63,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,6.29,5.72,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,8.04,8.75,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,17.11,11.73,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,23.54,15,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,36.26,18.03,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,55.7,21.06,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,77.49,24.16,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,90.79,27.19,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,30.28,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,33.32,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,36.29,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,39.27,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,42.24,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,45.34,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,48.31,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,51.23,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,54.32,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,57.3,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,60.39,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,63.48,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,66.4,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,69.55,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,72.58,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,75.68,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentapicalbudsshowgreentips,,,100,78.77,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,0,8.75,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,5.7,11.84,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,19.15,15,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,20.76,18.03,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,26.32,21.01,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,33.19,24.16,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,50,27.13,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,58.77,30.17,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,61.11,33.2,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,66.52,36.23,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,78.36,39.33,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,82.75,42.24,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,85.67,45.22,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,88.01,48.25,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,93.86,51.29,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,97.66,54.26,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,98.68,57.24,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,60.39,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,63.48,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,66.46,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,69.55,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,72.64,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,75.68,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,100,78.71,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,-0.15,11.79,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,1.9,14.88,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,2.78,17.97,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,4.09,20.95,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,5.41,24.04,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,6.73,27.01,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,8.19,30.05,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,15.5,33.08,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,22.95,36.18,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,34.36,39.21,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,41.52,42.18,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,46.64,45.22,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,56.58,48.19,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,69.01,51.29,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,76.17,54.2,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,79.83,57.3,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,80.85,60.39,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,82.31,63.36,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,83.63,66.46,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,84.65,69.55,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,85.67,72.58,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,87.57,75.62,,,,Fig2
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,unchilled,,,,,,,,percentapicalbudsshowgreentips,,,89.33,78.71,,,,Fig2
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,0,8.76,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,3.64,11.87,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,7.62,14.97,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,38.45,17.99,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,49.94,21.09,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.55,24.06,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.43,27.16,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.55,30.22,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.55,33.19,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.55,36.11,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.43,39.21,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.66,42.22,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.66,45.24,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.78,48.25,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.66,51.26,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.66,54.32,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.66,57.33,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.89,60.35,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.89,63.4,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,61.89,66.42,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,62.12,69.52,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,62,72.53,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,62.12,75.68,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,62.34,78.7,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,-0.68,8.76,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,4.32,11.96,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,17.86,14.93,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,35.15,18.08,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,38.23,21.09,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,60.41,24.1,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,76,27.21,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.59,30.22,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.59,33.28,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.59,36.29,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.48,39.3,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.59,42.22,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.59,45.24,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.48,48.29,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.71,51.22,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.71,54.32,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.71,57.38,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.82,60.39,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.82,63.5,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.94,66.51,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.94,69.52,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.71,72.62,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.71,75.68,,,,Fig3
falusi96,,Fagus,sylvatica L,,lowlatitude,Aspromonte,38 16'N,1050,seedlings,,,,,,,chilled,,,,,,,,percentseedlingsshowinggreentips,,,82.82,78.74,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,0,8.76,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,6.03,11.91,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,6.26,14.93,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,7.51,18.03,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,10.01,21.04,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,13.42,24.06,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,15.47,27.16,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,17.29,30.13,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,20.93,33.14,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,23.66,36.06,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,24.23,39.17,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,25.03,42.13,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,25.94,45.15,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,27.42,48.16,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,28.56,51.13,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,29.47,54.23,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,30.15,57.2,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,30.83,60.25,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,31.51,63.31,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,32.31,66.42,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,32.99,69.43,,,,Fig3
falusi96,,Fagus,sylvatica L,,highlatitude,Casentino,43 48'N,1170,seedlings,,,,,,,unchilled,,,,,,,,percentseedlingsshowinggreentips,,,34.02,72.53,,,,Fig3
