PEP_ID,National_ID,LON,LAT,ALT,NAME
1201,38361130,8.48333,53.1833,1,Berne
1202,38361131,8.5,53.1833,2,RanzenbÃ_ttel
1203,38361140,8.48333,53.3333,3,Brake
1204,38361151,8.33333,53.5333,1,Iffens
1205,38361160,8.46667,53.2333,1,Elsfleth (PH)
1206,38361170,8.43333,53.45,2,Esenshamm
1207,38361180,8.21667,53.3333,2,Jade
1208,38361201,8.26667,53.55,2,Tossens
1209,38361220,8.48333,53.4833,2,Nordenham (PH)
1210,38361230,8.38333,53.2833,1,Oldenbrok
1211,38361231,8.28333,53.25,2,Loyermoor
1212,38361233,8.28333,53.2667,2,Moorseite
1213,38361240,8.41667,53.35,1,OvelgÃ¶nne
1214,38361250,8.45,53.4,2,Rodenkirchen
1215,38361280,8.36667,53.4667,1,Seefeld
1216,40110000,8.93333,53.0833,3,Bremen-Oberneuland
1217,40110001,8.86667,53.1,4,Bremen-Horn
1218,40110002,8.76667,53.0667,4,Bremen-Grolland
1219,40110003,8.56667,53.1833,10,Bremen-Blumenthal (Ph)
1220,40110004,8.81667,53.1,2,Bremen-Findorff
1221,40110005,8.68333,53.1667,15,Bremen-Lesum
1222,40110006,8.91667,53.1333,3,Bremen-Borgfeld
1223,40110007,8.85,53.0333,4,Bremen-Arsten
1224,40110008,8.93333,53.0667,5,Bremen-Osterholz (Ph)
1225,40110009,8.81667,53.0833,1,Bremen-Ostertor
1226,40120000,8.6,53.5167,5,Bremerhaven-GeestemÃ_nde
1227,40120001,8.6,53.5667,4,Bremerhaven-Nord
1228,51110000,6.78333,51.2,40,DÃ_sseldorf-Bilk
1229,51110001,6.86667,51.25,60,DÃ_sseldorf-Grafenberg
1230,51110002,6.73333,51.3,30,DÃ_sseldorf-Kaiserswerth
1231,51110003,6.86667,51.15,42,DÃ_sseldorf-Benrath
1232,51140000,6.61667,51.3333,35,Krefeld-Oppum
1233,51140001,6.58333,51.3,40,Krefeld-Fischeln
1234,51140002,6.6,51.3833,35,Krefeld-Traar
1235,51160000,6.45,51.2,60,MÃ¶nchengladbach (Ph)
1236,51200000,7.16667,51.1667,250,Remscheid-Reinshagen
1237,51200001,7.21667,51.1833,350,Remscheid-Hohenhagen
1238,51200002,7.26667,51.2,330,Remscheid-Lennep (Ph)
1239,51210000,6.45,51.15,60,MÃ¶nchengladbach-Rheydt
1240,51220000,7.06667,51.2,220,Solingen-GrÃ_frath
1241,51220001,7.01667,51.1667,110,Solingen-Ohligs
1242,51220002,7.1,51.15,120,Solingen-Balkhausen
1243,51220003,7.06667,51.15,180,Solingen-Hohenscheid (Ph)
1244,51230000,6.4,51.25,60,Viersen (PH)
1245,51240000,7.18333,51.2833,240,Wuppertal-Barmen (Ph)
1246,51240002,7.06667,51.2333,220,Wuppertal-Vohwinkel (Ph)
1247,51240003,7.11667,51.25,220,Wuppertal-Elberfeld
1248,51321120,6.96667,51.3333,180,Heiligenhaus
1249,51321130,6.93333,51.1667,50,Hilden (PH)
1250,51321150,7.11667,51.35,140,Langenberg
1251,51321160,6.98333,51.25,130,Mettmann (PH)
1252,51321170,7.1,51.3167,160,Neviges
1253,51321171,7.13333,51.3167,190,Windrath
1254,51321210,7.03333,51.2833,180,WÃ_lfrath
1255,51322110,6.8,51.3333,35,Angermund
1256,51322120,6.86667,51.3667,65,Breitscheid
1257,51322150,6.83333,51.3333,40,Lintorf
1258,51324110,6.9,51.2833,110,Hasselbeck
1259,51324150,6.96667,51.2667,170,Metzkausen
1260,51341110,6.58333,51.0833,50,Grevenbroich
1261,51341141,6.55,51.1333,60,JÃ_chen-Dyck (SchloÃŸ)
1262,51341190,6.45,51.1,90,Hochneukirch
1263,51341210,6.66667,51.15,50,Holzheim
1264,51341220,6.61667,51.2333,40,Kaarst
1265,51341270,6.5,51.1,75,JÃ_chen
1266,51342110,6.85,51.0833,40,Dormagen
1267,51351120,6.41667,51.3667,35,Kempen
1268,51351130,6.36667,51.2833,45,SÃ_chteln
1269,51351150,6.46667,51.2667,35,Anrath
1270,51351170,6.2,51.2833,50,Bracht
1271,51351190,6.18333,51.2333,40,BrÃ_ggen/Niederrhein
1272,51351210,6.35,51.3333,35,Grefrath
1273,51351220,6.26667,51.3333,60,Hinsbeck
1274,51351240,6.26667,51.3,60,Lobberich
1275,51351250,6.48333,51.25,35,Neersen
1276,51351280,6.45,51.3833,40,Sankt Hubert
1277,51351290,6.5,51.3167,38,Sankt TÃ¶nis
1278,51351310,6.55,51.2333,40,Schiefbahn
1279,51351360,6.55,51.2667,40,Willich
1280,51353130,6.68333,51.3,35,Lank-Latum
1281,51353140,6.71667,51.3167,31,Nierst
1282,51361120,6.15,51.8,20,Kleve/Niederrhein
1283,51361140,6.16667,51.7,30,Pfalzdorf
1284,51363150,6.16667,51.8,20,Kellen
1285,51364120,6.35,51.7167,20,Appeldorn
1286,51364190,6.38333,51.75,15,NiedermÃ¶rmter
1287,51365110,6.01667,51.7833,10,Kranenburg
1288,51366120,6.08333,51.85,13,Keeken
1289,51367150,6.26667,51.7667,15,Till-Moyland
1290,51368120,6.26667,51.6667,30,Uedem
1291,51383130,6.45,51.7833,18,Haldern
1292,51384140,6.41667,51.8167,18,Vehlingen
1293,51386120,6.55,51.6833,20,Diersfordt
1294,51386130,6.55,51.6833,30,FlÃ_ren
1295,51386141,6.5,51.7333,20,Mehrhoog
1296,51388160,6.31667,51.8333,15,Emmerich a. Rhein-Vrasselt
1297,51391120,7.15,51.15,150,Solingen-Burg
1298,51391140,7.33333,51.1333,220,HÃ_ckeswagen (Ph)
1299,51391150,6.95,51.1,50,Langenfeld/Rheinl.
1300,51391160,7.01667,51.1,70,Leichlingen
1301,51391171,6.93333,51.0667,40,Hitdorf
1302,51391172,6.88333,51.1167,40,Baumberg
1303,51391180,7,51.0667,50,Opladen
1304,51391210,7.1,51.1,200,Witzhelden
1305,51392130,7.21667,51.15,300,Wermelskirchen (Ph)
1306,52120000,6.81667,51.4167,50,Duisburg (Stadtwald)
1307,52120001,6.78333,51.3667,35,Duisburg-GroÃŸenbaum
1308,52120002,6.76667,51.4833,30,Duisburg-Hamborn (Ph)
1309,52120003,6.73333,51.4,30,Duisburg-Rheinhausen
1310,52130000,6.98333,51.4167,140,Essen-Bredeney
1311,52130001,6.96667,51.4167,120,Essen-Haarzopf
1312,52130002,6.98333,51.4333,100,Essen-MargarethenhÃ¶he
1313,52170000,6.88333,51.4167,100,MÃ_lheim a. d. Ruhr
1314,52311110,6.73333,51.5667,30,Dinslaken (PH)
1315,52311120,6.7,51.5333,25,Duisburg-Walsum
1316,52312120,6.81667,51.6667,30,Gartrop-BÃ_hl
1317,52321140,6.95,51.35,60,Kettwig
1318,52331110,6.31667,51.5167,25,Geldern
1319,52331120,6.26667,51.45,45,Straelen (PH)
1320,52331160,6.41667,51.4833,30,Sevelen
1321,52331161,6.4,51.5167,25,Issum-Vrasselt
1322,52331180,6.33333,51.4,30,Wachtendonk
1323,52331190,6.3,51.4,40,Wankum
1324,52331210,6.18333,51.6333,20,Weeze
1325,52332110,6.41667,51.4333,30,Aldekerk
1326,52334110,6.25,51.5833,20,Kevelaer
1327,52371120,6.51667,51.5,25,Kamp-Lintfort
1328,52371130,6.63333,51.45,25,Moers
1329,52371150,6.6,51.55,25,Rheinberg (PH)
1330,52371170,6.45,51.6667,20,Xanten (PH)
1331,52371240,6.58333,51.45,30,Neukirchen-Vluyn
1332,52371270,6.66667,51.4,30,Duisburg-Rumeln-Kaldenhausen
1333,52372110,6.53333,51.5833,25,Alpen
1334,52372111,6.53333,51.6167,20,Menzelen
1335,52381140,6.61667,51.65,25,Wesel
1336,52387150,6.75,51.6667,35,Drevenack
1337,52387180,6.88333,51.6833,40,Schermbeck
1338,53110000,7.08333,50.7333,60,Bonn-Endenich
1339,53120000,6.98333,50.9667,40,KÃ¶ln-Riehl
1340,53120001,7.08333,50.9167,45,KÃ¶ln-Rath
1341,53120002,6.91667,50.9167,50,KÃ¶ln-Klettenberg
1342,53120003,6.93333,50.9833,45,KÃ¶ln-Weidenpesch
1343,53120004,6.88333,50.95,47,KÃ¶ln-Vogelsang
1344,53311111,6.76667,50.85,90,Balkhausen
1345,53312110,6.56667,50.9833,60,Bedburg
1346,53313110,6.63333,50.95,75,Bergheim/Erft
1347,53313131,6.75,50.9667,100,Bergheim-Glessen
1348,53313170,6.7,50.9333,80,Quadrath-Ichendorf
1349,53315130,6.55,50.95,85,Esch
1350,53316110,6.71667,50.9167,80,Horrem
1351,53321110,7.13333,50.7333,60,Bonn-Beuel
1352,53321120,7.16667,50.7,70,Bonn-Bad Godesberg-Heiderhof
1353,53321121,7.16667,50.7,60,Bonn-Plittersdorf
1354,53321130,6.93333,50.6,330,Rheinbach-Irlenbusch (s.a. 05 332 6131)
1355,53323130,7.05,50.7167,90,Bonn-Duisdorf
1356,53323220,7.03333,50.7,140,Bonn-Witterschlick
1357,53326131,6.93333,50.6,330,Rheinbach-Irlenbusch (s.a. 05 332 1130)
1358,53331110,6.8,50.6667,160,Euskirchen
1359,53331120,6.76667,50.5667,300,MÃ_nstereifel
1360,53331130,6.66667,50.6833,170,ZÃ_lpich
1361,53331140,6.65,50.6167,260,Kommern
1362,53332110,6.71667,50.6667,180,DÃ_rscheven
1363,53335250,6.81667,50.6833,145,WÃ_schheim
1364,53336110,6.68333,50.8,130,Dorweiler
1365,53337110,6.81667,50.7833,110,Bliesheim
1366,53337130,6.81667,50.8167,100,Liblar
1367,53337550,6.81667,50.5167,460,MÃ_nstereifel
1368,53337561,6.88333,50.4833,440,Odesheim
1369,53338180,6.68333,50.6667,170,KÃ¶ln-LÃ¶venich
1370,53339150,6.83333,50.7667,120,Weilerswist
1371,53341111,6.91667,50.8,65,BrÃ_hl-Schwadorf
1372,53341120,6.81667,50.9167,80,Frechen
1373,53341130,6.78333,50.9667,70,Brauweiler
1375,53341141,6.9,50.8667,90,Kendenich
1376,53341160,6.96667,50.8667,50,KÃ¶ln-Rondorf
1377,53341161,7,50.8667,50,KÃ¶ln-SÃ_rth
1378,53341181,6.95,50.8167,60,Dikopshof
1379,53341190,6.8,51,50,Pulheim (Ph)
1380,53351120,7.56667,51.0333,230,Gummersbach (PH)
1381,53351121,7.61667,51.0333,300,DÃ_mmlinghausen
1382,53351122,7.63333,51,200,Derschlag
1383,53351123,7.51667,50.9833,180,Brunohl-Ã–tterstal
1384,53351130,7.61667,50.8667,290,WaldbrÃ¶l (PH)
1385,53351140,7.5,50.95,200,Bielstein
1386,53351161,7.71667,50.9833,320,Windfus
1387,53351162,7.76667,50.9333,350,WildbergerhÃ_tte
1388,53351171,7.53333,51.0333,200,Strombach
1389,53351172,7.46667,51.0333,200,Elbach
1390,53351173,7.5,51.0333,320,HÃ_lsenbusch
1391,53351191,7.53333,50.8833,220,Harscheid
1392,53351210,7.53333,51.0833,350,Marienheide
1393,53351221,7.55,50.9833,200,Vollmershausen
1394,53351231,7.56667,50.9167,300,Distelkamp
1395,53351232,7.58333,50.9167,240,Winterborn
1396,53351233,7.55,50.9333,240,Niederbierenbach
1397,53351250,7.53333,50.95,190,Wiehl (PH)
1398,53361111,7.18333,50.9833,80,Bensberg-Herkenrath
1399,53361112,7.21667,50.95,100,Untereschbach
1400,53361113,7.23333,50.9667,100,Immekeppel
1401,53361120,7.13333,51,90,Bergisch Gladbach
1402,53361130,7.06667,50.8833,60,KÃ¶ln-Porz
1403,53361140,7.4,51.1167,290,WipperfÃ_rth
1404,53361151,7.48333,51.1167,280,Ohl
1405,53361160,7.38333,51.0167,240,Lindlar (PH)
1406,53361171,7.13333,51.05,80,Altenberg/Rheinl.
1407,53361172,7.15,51.0333,120,Lengsberg
1408,53361180,7.23333,50.7667,150,SteinenbrÃ_ck
1409,53361181,7.33333,50.9667,120,Vilkerath
1410,53361182,7.31667,50.9333,230,Marialinden
1411,53361183,7.3,50.9333,200,Overath-Weyerhof
1412,53361191,7.18333,50.9333,160,Forsbach
1413,53362110,7.4,50.9833,140,Engelskirchen (PH)
1414,53363121,7.23333,51.0167,200,Miebach
1415,53363131,7.31667,51.0667,180,JunkermÃ_hle
1416,53363132,7.3,51.05,200,Delling
1417,53371110,7.23333,50.65,70,Honnef
1418,53371130,7.2,50.8,60,Siegburg (PH)
1419,53371140,7.15,50.8167,70,Troisdorf
1420,53371151,7.55,50.8,100,Windeck-Ãœbersetzig
1421,53371160,7.45,50.7667,100,Eitorf
1422,53371170,7.28333,50.7833,70,Hennef
1423,53371171,7.3,50.7333,200,Hennef-Westerhausen
1424,53371172,7.33333,50.7667,65,Greuelsiefen
1425,53371210,7.4,50.9,210,Much
1426,53371221,7.66667,50.8,260,Halscheidt
1427,53371241,7.36667,50.7167,220,Hove
1428,53371242,7.38333,50.7167,225,Wasserhess
1429,53371251,7.25,50.9167,160,Honrath
1430,53372110,7.3,50.6667,240,Aegidienberg
1431,53372120,7.26667,50.6833,240,Ittenbach
1432,53373131,7.23333,50.85,65,Donrath
1433,53374120,7.16667,50.7667,65,Hangelar
1434,53374131,7.18333,50.7333,140,Bonn-Roleber
1435,53374170,7.2,50.7833,60,Siegburg-MÃ_lldorf
1436,53375120,7.31667,50.8667,180,Neukirchen-Seelscheid
1437,53377130,7.2,50.7,100,Oberdollendorf
1438,53378110,7.28333,50.7167,120,Oberpleis
1439,54110000,6.08333,50.7667,180,Aachen
1440,54311120,6.26667,50.8167,140,Eschweiler
1441,54311130,6.1,50.8833,150,Herzogenrath (PH)
1442,54311141,6.2,50.7833,180,Schwarzenbruch
1443,54311150,6.13333,50.8167,180,WÃ_rselen
1444,54311151,6.16667,50.85,150,Euchen
1445,54311170,6.16667,50.75,260,Brand
1446,54311211,6.31667,50.7667,200,SchevenhÃ_tte
1447,54321110,6.48333,50.8,130,DÃ_ren/Rhld.
1448,54324140,6.41667,50.8,135,Schlich
1449,54325140,6.48333,50.7333,150,Kreuzau
1450,54325160,6.53333,50.75,170,Kreuzau-Stockheim
1451,54327150,6.51667,50.8333,140,Merzenich
1452,54327560,6.48333,50.6833,300,Nideggen
1453,54327580,6.56667,50.6667,240,Wollersheim
1454,54329140,6.38333,50.7333,380,GroÃŸhau
1455,54329560,6.63333,50.7667,130,Gladbach
1456,54331110,6.31667,51.0833,90,Erkelenz (PH)
1457,54331130,6.23333,51.05,50,HÃ_ckelhoven-Ratheim
1458,54332140,6.31667,51.0333,90,Erkelenz-LÃ¶venich
1459,54332150,6.28333,51.0167,60,Rurich
1460,54334140,6.41667,51.0833,70,Keyenberg
1461,54335130,6.2,51.1333,80,Wegberg-Wildenrath
1462,54341110,6.35,50.9167,80,JÃ_lich
1463,54343110,6.28333,50.8333,160,DÃ_rwiÃŸ
1464,54344120,6.36667,50.8667,100,Inden
1465,54346210,6.31667,50.9667,80,Linnich-Rurdorf
1466,54347120,6.45,50.8833,100,Hambach
1467,54347150,6.48333,50.9333,95,SteinstraÃŸ
1468,54347171,6.41667,50.9667,95,Serrest
1469,54352120,6.26667,50.5667,530,Imgenbroich
1470,54353120,6.21667,50.5333,560,Kaltenherberg
1471,54354110,6.33333,50.6,540,Kesternich
1472,54354121,6.35,50.5667,400,Dedenborn
1473,54355110,6.2,50.65,420,Roetgen/Eifel
1474,54355120,6.21667,50.6833,340,Roetgen-Rott
1475,54355130,6.25,50.7167,250,Zweifall
1476,54356110,6.28333,50.6333,550,Lammersdorf
1477,54361120,6.48333,50.5333,370,Schleiden
1478,54361130,6.41667,50.55,560,Dreiborn
1479,54362130,6.65,50.4333,460,Blankenheim
1480,54362151,6.73333,50.3833,380,AhrhÃ_tte
1481,54363130,6.41667,50.5167,540,Harperscheid
1482,54364121,6.45,50.6333,270,Hasenfeld
1483,54365111,6.46667,50.5,400,Blumenthal
1484,54365112,6.43333,50.45,640,Giescheid
1485,54365120,6.41667,50.45,600,Hollerath
1486,54365122,6.43333,50.4167,630,Schnorrenberg
1487,54366110,6.6,50.6333,260,Mechernich-Berg
1488,54367120,6.55,50.55,380,Kall
1489,54367181,6.58333,50.55,360,Scheven
1490,54369120,6.46667,50.3833,530,Berk
1491,54369130,6.55,50.3833,500,Dahlem
1492,54369150,6.58333,50.4667,540,Marmagen
1493,54369160,6.63333,50.4833,460,Nettersheim
1494,54369170,6.55,50.4167,540,Schmidtheim
1495,54369640,6.71667,50.4667,540,Tondorf
1496,54371110,6.11667,50.9667,90,Geilenkirchen (PH)
1497,54371120,6.1,51.0667,45,Heinsberg/Rheinl.
1498,54371140,6.11667,50.9167,120,Ãœbach-Palenberg
1499,54374111,5.98333,51.0333,70,Nachbarheide
1500,54374120,6,50.9833,70,Gangelt
1501,54376130,6.21667,50.9333,100,Puffendorf
1502,54378520,6.05,51.0167,75,Birgden
1503,54379151,6.01667,51.0833,40,Althaaren
1504,54379510,6.15,51.1167,45,Birgelen
1505,55110000,6.61667,51.85,25,Bocholt-Liedern (Wasserwerk)
1506,55150000,7.63333,51.9667,60,MÃ_nster-Kinderhaus
1507,55150001,7.63333,51.9667,60,MÃ_nster-Mitte
1508,55311110,7,52.0833,50,Ahaus (PH)
1509,55311120,7.01667,52.2167,40,Gronau/Westf.
1510,55311130,6.93333,51.9833,50,Stadtlohn (Ph)
1511,55311140,6.81667,52.0333,35,Vreden
1512,55311160,7.05,52.1833,40,Epe
1513,55312120,7.1,52.0333,70,Legden (PH)
1514,55313110,7.11667,52.1167,50,Heek
1515,55314121,7.2,52.0833,75,Ramsberg
1516,55314130,7.23333,52.0833,90,SchÃ¶ppingen (PH)
1517,55316120,6.9,52.0667,45,Ahaus-Ottenstein
1518,55316130,6.96667,52.1,50,Wessum
1519,55321110,7.88333,51.7667,80,Ahlen
1520,55321120,8.03333,51.75,120,Beckum
1521,55321140,7.83333,51.7,60,Hamm-Heessen
1522,55324110,8.33333,51.75,75,Benteler
1523,55325120,8.15,51.8333,90,Oelde/Westf.
1524,55325130,8.2,51.8,140,Stromberg (Ph)
1525,55326130,7.95,51.8167,80,Vorhelm
1526,55331120,6.86667,51.85,50,Borken/Westf.
1527,55331130,6.61667,51.7667,25,Dingden
1528,55333110,7.05,51.8333,100,Reken
1529,55334110,6.66667,51.8833,40,Barlo
1530,55334230,6.51667,51.8167,19,Werth
1531,55335110,6.78333,51.8833,55,Borkenwirthe
1532,55335111,6.78333,51.9,50,Burlo
1533,55336140,6.7,51.85,30,Rhede
1534,55337120,6.93333,51.8833,50,Ramsdorf
1535,55337130,6.98333,51.8833,55,Velen
1536,55341110,7.18333,51.95,80,Coesfeld
1537,55342130,7.3,51.9667,110,Billerbeck
1538,55343110,7.36667,51.8667,65,Buldern
1539,55344110,7.3,51.8333,65,DÃ_lmen
1540,55344120,7.21667,51.85,60,Merfeld
1541,55345130,7.01667,51.9667,60,Gescher (PH)
1542,55346110,7.28333,52.0333,100,Darfeld
1543,55346131,7.15,51.9833,85,Osterwick-HÃ¶ven
1544,55351110,7.76667,51.7,85,Hamm-Bockum-HÃ¶vel
1545,55351120,7.63333,51.6667,60,Werne
1546,55351131,7.6,51.8167,60,Davensberg
1547,55351140,7.48333,51.85,55,Senden/Westf.
1548,55352110,7.51667,51.6333,60,AltlÃ_nen
1549,55352120,7.46667,51.6667,70,Bork
1550,55353130,7.78333,51.75,75,Walstedde
1551,55354110,7.66667,51.7333,85,Herbern
1552,55355120,7.46667,51.7833,50,LÃ_dinghausen (PH)
1553,55355131,7.35,51.7667,75,Leversum
1554,55356120,7.51667,51.7333,60,Nordkirchen (PH)
1555,55358120,7.55,51.85,60,Venne
1556,55361110,7.6,52.1,45,Greven
1557,55361130,7.41667,51.9833,85,Havixbeck
1558,55362110,7.41667,51.9,65,AppelhÃ_lsen
1559,55363110,7.53333,51.9333,65,Albachten
1560,55365120,7.78333,51.9833,50,Telgte (PH)
1561,55366120,7.81667,51.9167,60,Alverskirchen
1562,55366150,7.73333,51.9167,50,Wolbeck
1563,55381110,7.38333,52.1333,70,Steinfurt
1564,55381120,7.33333,52.15,70,Burgsteinfurt
1565,55381130,7.53333,52.1833,40,Emsdetten (PH)
1566,55381160,7.6,52.15,45,Hembergen
1567,55381170,7.23333,52.1333,55,Metelen
1568,55381180,7.38333,52.2333,60,Neuenkirchen
1569,55381190,7.48333,52.0833,50,Nordwalde
1570,55381210,7.31667,52.2,50,Wettringen
1571,55382110,7.3,52.0833,110,Horstmar
1572,55383110,7.38333,52.0333,80,Holthausen
1573,55384110,7.23333,52.2,50,Langenhorst
1574,55391110,7.86667,52.1833,70,Lengerich/Westf.
1575,55391111,7.8,52.2,60,Wechte
1576,55391112,7.88333,52.1667,65,Lengerich-Hohne
1577,55391120,7.73333,52.1333,50,Ladbergen
1578,55391130,7.98333,52.15,85,Lienen/Westf.
1579,55391131,7.9,52.1333,65,Lienen/Westf.-Holzhausen
1580,55391140,7.8,52.3167,70,Mettingen
1581,55391160,7.88333,52.3167,70,Westerkappeln (PH)
1582,55392120,7.61667,52.3833,40,Hopsten
1583,55393110,7.78333,52.2667,100,Laggenbeck
1584,55393120,7.73333,52.2833,70,IbbenbÃ_ren (PH)
1585,55395120,7.51667,52.3333,35,Dreierwalde
1586,55395140,7.6,52.25,40,Riesenbeck
1587,55396130,7.88333,52.2167,100,Leeden
1588,55396140,7.81667,52.2167,180,Tecklenburg (PH)
1589,55401110,7.98333,51.95,55,Warendorf (Ph)
1590,55402110,8.11667,51.9167,60,Beelen
1591,55402120,8.08333,51.8667,90,Ennigerloh-Ostenfelde
1592,55403110,7.96667,51.9167,60,Freckenhorst
1593,55403130,7.91667,51.8667,65,Hoetmar
1594,55404120,8.23333,51.9667,65,Harsewinkel
1595,55405130,7.83333,52.0333,50,Ostbevern
1596,55406140,8.05,51.9833,60,Sassenberg
1597,56130000,7.03333,51.6,65,Gelsenkirchen (Ph)
1598,56160000,7.2,51.6167,95,Recklinghausen/Westf.
1599,56371120,7.15,51.6,60,Herten/Westf.
1600,56371130,7.1,51.6,75,Westerholt
1601,56371140,6.91667,51.6,60,Kirchhellen
1602,56371160,7.35,51.65,50,Datteln
1603,56373111,7.16667,51.7833,70,Lavesum
1604,56373112,7.26667,51.8167,50,HausdÃ_lmen
1605,56373130,7.1,51.7167,45,Lippramsdorf
1606,56374120,6.95,51.6667,35,Dorsten
1607,56375120,7.15,51.7,50,Haltern a. See-Hamm
1608,56375130,7.08333,51.6333,55,Marl
1609,56376130,7.38333,51.6333,50,Waltrop (PH)
1610,57110000,8.51667,52.0333,170,Bielefeld (BÃ_rgerpark)
1612,57110002,8.55,52.0667,80,Bielefeld-Schildesche
1613,57110003,8.56667,52.0167,110,Bielefeld-Sieker
1614,57110004,8.5,52,210,Bielefeld-Gadderbaum
1615,57120000,8.68333,52.1167,80,Herford (PH)
1616,57311210,8.51667,51.9833,150,Bielefeld-Brackwede (Ph)
1617,57312180,8.58333,51.95,130,Bielefeld-Sennestadt (Ph)
1618,57314160,8.61667,51.9667,180,Bielefeld-LÃ_mershagen
1619,57315110,8.51667,52.0833,150,Bielefeld-JÃ¶llenbeck
1620,57322110,8.81667,51.6,200,Atteln
1621,57324190,8.9,51.6167,300,Lichtenau/Westf.
1622,57325210,8.6,51.6833,100,Salzkotten (PH)
1623,57325270,8.56667,51.6833,95,Verne
1624,57326150,8.86667,51.5167,410,Meerhof
1625,57326180,8.7,51.5167,300,WÃ_nnenberg
1626,57331110,9.08333,51.95,160,Blomberg
1627,57331120,8.88333,51.95,140,Detmold (Ph)
1628,57331130,8.95,51.8667,220,Horn
1629,57331140,8.8,51.9833,100,Lage
1630,57331170,8.75,51.9167,163,Augustdorf (PH)
1631,57331270,9.16667,51.9,200,Brakelsiek
1632,57331340,9,51.9833,160,Donop
1633,57331380,9.3,51.8833,220,LÃ_dge-Falkenhagen
1634,57331490,8.83333,51.9333,130,Heidenoldendorf
1635,57331610,9.33333,51.8833,200,Hummersen
1636,57331950,8.85,51.8167,160,Schlangen
1637,57332960,8.93333,51.8333,330,Veldrom
1638,57334150,8.85,51.95,130,Jerxen-Orbke
1639,57342110,8.33333,52.1,120,Barnhausen
1640,57342130,8.3,52.1,130,Borgholzhausen
1641,57343170,8.36667,52.05,130,Halle/Westf.
1642,57343190,8.3,52.05,90,HÃ¶rste
1643,57343230,8.41667,52,110,Steinhagen/Westf.
1644,57344110,8.2,52.0667,75,Bockhorst
1645,57344160,8.15,52.0333,70,Versmold (PH)
1646,57345120,8.43333,52.05,170,Isingdorf
1647,57345130,8.41667,52.1,120,Rotenhagen
1648,57351110,8.6,52.2,70,BÃ_nde
1649,57352120,8.56667,52.1667,85,Besenkamp
1650,57352140,8.55,52.1333,95,Enger/Westf.
1651,57356120,8.7,52.1833,60,LÃ¶hne
1652,57356140,8.7,52.2167,60,Obernbeck
1653,57359110,8.8,52.15,130,Exter
1654,57361110,9,51.7333,260,Driburg
1655,57361120,9.38333,51.7667,100,HÃ¶xter (PH)
1656,57362120,9.38333,51.65,100,Beverungen (PH)
1657,57363140,9.18333,51.7167,140,Brakel
1658,57364110,9.06667,51.75,200,Alhausen
1659,57364151,9.06667,51.7667,260,Hermannsborn
1660,57365160,9.36667,51.7333,100,Godelheim
1661,57366120,9.25,51.9667,100,LÃ_gde
1662,57367130,9.11667,51.8333,200,Eversen
1663,57368110,9.05,51.8333,160,Steinheim/Westf.-Bergheim
1664,57368170,9.08333,51.8667,140,Steinheim/Westf.
1665,57368171,9.06667,51.8333,140,Steinheim/Westf.-Eichholz
1666,57369210,9.28333,51.85,300,MarienmÃ_nster-LÃ¶wendorf
1667,57371110,9.11667,52,170,Barntrup
1668,57371120,8.9,52.0333,100,Lemgo (PH)
1669,57371140,8.75,52.0833,90,Salzuflen
1670,57371170,9.13333,52.0333,260,Alverdissen
1671,57371180,8.66667,51.9833,150,Asemissen
1672,57371310,9.11667,52.1333,130,Bremke
1673,57371441,9,52.0333,140,DÃ¶rentrup
1674,57371450,8.93333,52.1,160,Hohenhausen
1675,57371520,8.96667,52.15,100,Kalletal-Langenholzhausen
1676,57371810,8.91667,52.1,260,Talle
1677,57371931,8.81667,52.0833,220,Hollenstein
1678,57381110,8.61667,52.3,100,LÃ_bbecke/Westf.
1679,57381120,8.61667,52.4167,40,Espelkamp
1680,57383120,8.35,52.4333,60,Dielingen
1681,57383140,8.38333,52.4333,70,Haldem
1682,57383170,8.46667,52.4333,60,Wehdem
1683,57384130,8.65,52.3167,70,Gehlenbeck
1684,57385160,8.66667,52.2667,100,HÃ_llhorst
1685,57386120,8.46667,52.3833,60,Levern
1686,57387150,8.48333,52.3,60,Harlinghausen
1687,57387180,8.5,52.3,65,PreuÃŸisch Oldendorf
1688,57388140,8.61667,52.4333,54,Rahden
1689,57388171,8.58333,52.4167,45,Varlheide
1690,57391110,8.91667,52.3,50,Minden
1691,57393120,8.83333,52.3,50,Hahlen
1692,57393140,8.75,52.3333,55,Hille
1693,57394160,9.03333,52.2333,90,Kleinenbremen
1694,57394210,8.91667,52.2,70,MÃ¶llbergen
1695,57395180,8.9,52.3833,55,MeÃŸlingen
1696,57396110,8.85,52.2333,50,Dehme
1697,57396170,8.73333,52.25,100,Wulferdingsen
1698,57397230,9,52.3833,40,Lahde
1699,57397290,9.1,52.4,60,Rosenhagen
1700,57401110,8.81667,51.7833,140,Lippspringe
1701,57401120,8.75,51.7167,130,Paderborn (PH)
1702,57402130,8.96667,51.7333,320,Buke
1703,57403110,8.56667,51.7667,100,DelbrÃ_ck (PH)
1704,57403160,8.53333,51.8,100,DelbrÃ_ck-Lippling
1705,57404130,8.83333,51.6667,280,DÃ¶renhagen
1706,57404140,8.73333,51.65,150,Kirchborchen
1707,57404160,8.7,51.6833,130,Wewer
1708,57405110,8.68333,51.7333,105,Elsen
1709,57405130,8.66667,51.7667,100,Paderborn-Sande (PH)
1710,57405140,8.71667,51.7333,100,SchloÃŸ Neuhaus
